Time(s),HeartRate(1/min),Glucose-BloodConcentration(mg/dL),RespirationRate(1/min),SystolicArterialPressure(mmHg),DiastolicArterialPressure(mmHg),AchievedExerciseLevel
12332.02,69.498286,151.966319,17.142857,118.356041,76.880238,0,0
12333.02,69.518998,151.968691,17.142857,118.361346,76.875826,0,0
12334.02,69.515856,151.970697,17.142857,118.358148,76.875135,0,0
12335.02,69.499494,151.972575,17.142857,118.354194,76.878727,0,0
12336.02,69.498816,151.974573,17.142857,118.355966,76.879956,0,0
12337.02,69.515776,151.976914,17.142857,118.357841,76.874941,0,0
12338.02,69.499465,151.979777,17.142857,118.353981,76.878568,0,0
12339.02,69.499356,151.982641,17.142857,118.355897,76.879676,0,0
12340.02,69.520246,151.985142,17.142857,118.361108,76.875145,0,0
12341.02,69.515686,151.987258,17.142857,118.357539,76.874755,0,0
12342.02,69.499442,151.989143,17.142857,118.353776,76.878413,0,0
12343.02,69.499907,151.991074,17.142857,118.355836,76.879397,0,0
12344.02,69.520830,151.993270,17.142857,118.360985,76.874819,0,0
12345.02,69.499428,151.995980,17.142857,118.353579,76.878261,0,0
12346.02,69.500470,151.998907,17.142857,118.355780,76.879119,0,0
12347.02,69.521388,152.001537,17.142857,118.360857,76.874501,0,0
12348.02,69.515480,152.003780,17.142857,118.356950,76.874405,0,0
12349.02,69.499423,152.005704,17.142857,118.353389,76.878111,0,0
12350.02,69.501047,152.007590,17.142857,118.355730,76.878839,0,0
12351.02,69.521919,152.009673,17.142857,118.360724,76.874190,0,0
12352.02,69.499430,152.012194,17.142857,118.353205,76.877961,0,0
12353.02,69.501639,152.015124,17.241379,118.355684,76.878558,0,0
12354.02,69.521800,152.017877,17.241379,118.360433,76.874022,0,0
12355.02,69.513648,152.020249,17.241379,118.356048,76.874454,0,0
12356.02,69.497618,152.022247,17.241379,118.352705,76.878254,0,0
12357.02,69.500768,152.024109,17.241379,118.355322,76.878555,0,0
12358.02,69.520547,152.026100,17.241379,118.359671,76.873874,0,0
12359.02,69.496155,152.028431,17.241379,118.351467,76.877745,0,0
12360.02,69.500937,152.031273,17.241379,118.354065,76.877349,0,0
12361.02,69.520636,152.034114,17.241379,118.357843,76.872261,0,0
12362.02,69.511039,152.036597,17.241379,118.352541,76.872503,0,0
12363.02,69.496593,152.038684,17.241379,118.349150,76.875505,0,0
12364.02,69.502988,152.040530,17.241379,118.351796,76.874453,0,0
12365.02,69.522302,152.042428,17.241379,118.355082,76.869122,0,0
12366.02,69.512112,152.044588,17.241379,118.349521,76.869345,0,0
12367.02,69.506156,152.047249,17.241379,118.349168,76.870640,0,0
12368.02,69.524667,152.050126,17.241379,118.352100,76.865346,0,0
12369.02,69.513740,152.052713,17.241379,118.346482,76.865774,0,0
12370.02,69.500569,152.054902,17.142857,118.343579,76.868515,0,0
12371.02,69.509508,152.056764,17.142857,118.346783,76.866805,0,0
12372.02,69.527864,152.058596,17.142857,118.349655,76.861539,0,0
12373.02,69.516877,152.060627,17.142857,118.344183,76.862103,0,0
12374.02,69.513832,152.063085,17.142857,118.345230,76.863263,0,0
12375.02,69.531441,152.065957,17.142857,118.348193,76.858412,0,0
12376.02,69.519708,152.068665,17.142857,118.343030,76.859546,0,0
12377.02,69.506848,152.070988,17.142857,118.340990,76.862867,0,0
12378.02,69.516438,152.072935,17.142857,118.345086,76.861658,0,0
12379.02,69.532835,152.074763,17.142857,118.348217,76.857497,0,0
12380.02,69.520156,152.076727,17.142857,118.343393,76.859329,0,0
12381.02,69.516707,152.079030,17.142857,118.346276,76.862292,0,0
12382.02,69.532034,152.081856,17.142857,118.349399,76.858654,0,0
12383.02,69.518660,152.084700,17.142857,118.344719,76.860945,0,0
12384.02,69.505576,152.087189,17.142857,118.343362,76.865011,0,0
12385.02,69.515600,152.089284,17.142857,118.348002,76.864208,0,0
12386.02,69.530120,152.091159,17.142857,118.350913,76.860822,0,0
12387.02,69.516342,152.093094,17.142857,118.346208,76.863307,0,0
12388.02,69.503559,152.095290,17.142857,118.344935,76.867361,0,0
12389.02,69.528062,152.097998,17.142857,118.352205,76.863089,0,0
12390.02,69.514067,152.100939,17.142857,118.347406,76.865607,0,0
12391.02,69.501739,152.103588,17.142857,118.346166,76.869516,0,0
12392.02,69.513044,152.105838,17.142857,118.350843,76.868306,0,0
12393.02,69.526373,152.107777,17.142857,118.353102,76.864987,0,0
12394.02,69.512235,152.109689,17.142857,118.348213,76.867481,0,0
12395.02,69.500415,152.111791,17.142857,118.347019,76.871207,0,0
12396.02,69.525188,152.114325,17.142857,118.353654,76.866399,0,0
12397.02,69.510914,152.117280,17.142857,118.348707,76.868872,0,0
12398.02,69.499602,152.120061,17.142857,118.347589,76.872424,0,0
12399.02,69.512301,152.122449,17.142857,118.352321,76.870684,0,0
12400.02,69.524444,152.124467,17.142857,118.353973,76.867380,0,0
12401.02,69.510019,152.126361,17.142857,118.348998,76.869856,0,0
12402.02,69.499197,152.128375,17.142857,118.347982,76.873256,0,0
12403.02,69.524023,152.130726,17.142857,118.354151,76.868035,0,0
12404.02,69.509431,152.133600,17.142857,118.349172,76.870537,0,0
12405.02,69.499082,152.136479,17.142857,118.348275,76.873808,0,0
12406.02,69.513033,152.138989,17.142857,118.353136,76.871637,0,0
12407.02,69.523818,152.141110,17.142857,118.354249,76.868459,0,0
12408.02,69.509048,152.143005,17.142857,118.349279,76.871006,0,0
12409.02,69.499164,152.144944,17.142857,118.348511,76.874163,0,0
12410.02,69.513692,152.147142,17.142857,118.353443,76.871806,0,0
12411.02,69.508801,152.149856,17.142857,118.349344,76.871326,0,0
12412.02,69.499378,152.152789,17.142857,118.348710,76.874378,0,0
12413.02,69.514458,152.155420,17.142857,118.353712,76.871849,0,0
12414.02,69.523771,152.157660,17.142857,118.354306,76.868874,0,0
12415.02,69.508642,152.159585,17.142857,118.349381,76.871541,0,0
12416.02,69.499684,152.161472,17.142857,118.348883,76.874492,0,0
12417.02,69.515295,152.163550,17.142857,118.353951,76.871801,0,0
12418.02,69.508545,152.166066,17.142857,118.349394,76.871678,0,0
12419.02,69.500056,152.168994,17.142857,118.349035,76.874531,0,0
12420.02,69.516177,152.171743,17.142857,118.354165,76.871684,0,0
12421.02,69.523952,152.174106,17.142857,118.354246,76.868952,0,0
12422.02,69.508490,152.176101,17.142857,118.349388,76.871757,0,0
12423.02,69.500476,152.177962,17.142857,118.349170,76.874513,0,0
12424.02,69.517086,152.179946,17.142857,118.354357,76.871519,0,0
12425.02,69.508463,152.182276,17.142857,118.349368,76.871796,0,0
12426.02,69.500929,152.185123,17.142857,118.349293,76.874456,0,0
12427.02,69.518007,152.187969,17.142857,118.354532,76.871321,0,0
12428.02,69.524207,152.190457,17.142857,118.354107,76.868859,0,0
12429.02,69.508451,152.192557,17.142857,118.349338,76.871809,0,0
12430.02,69.501406,152.194422,17.142857,118.349408,76.874373,0,0
12431.02,69.518930,152.196336,17.142857,118.354695,76.871102,0,0
12432.02,69.524334,152.198518,17.142857,118.354021,76.868783,0,0
12433.02,69.501898,152.201208,17.142857,118.349518,76.874270,0,0
12434.02,69.519846,152.204115,17.142857,118.354846,76.870869,0,0
12435.02,69.524453,152.206729,17.142857,118.353924,76.868694,0,0
12436.02,69.508451,152.208954,17.142857,118.349261,76.871785,0,0
12437.02,69.502404,152.210856,17.142857,118.349621,76.874152,0,0
12438.02,69.520754,152.212723,17.142857,118.354984,76.870625,0,0
12439.02,69.524562,152.214790,17.142857,118.353817,76.868597,0,0
12440.02,69.502922,152.217289,17.142857,118.349718,76.874020,0,0
12441.02,69.521650,152.220196,17.142857,118.355109,76.870371,0,0
12442.02,69.524662,152.222932,17.142857,118.353699,76.868491,0,0
12443.02,69.508471,152.225286,17.142857,118.349156,76.871713,0,0
12444.02,69.503452,152.227261,17.142857,118.349808,76.873874,0,0
12445.02,69.522533,152.229107,17.142857,118.355219,76.870110,0,0
12446.02,69.524752,152.231084,17.142857,118.353570,76.868379,0,0
12447.02,69.503994,152.233400,17.142857,118.349890,76.873717,0,0
12448.02,69.523401,152.236229,17.142857,118.355315,76.869841,0,0
12449.02,69.524831,152.239066,17.142857,118.353431,76.868261,0,0
12450.02,69.508508,152.241547,17.142857,118.349023,76.871602,0,0
12451.02,69.504545,152.243631,17.142857,118.349966,76.873548,0,0
12452.02,69.524252,152.245483,17.142857,118.355396,76.869568,0,0
12453.02,69.524898,152.247392,17.142857,118.353282,76.868137,0,0
12454.02,69.508531,152.249562,17.142857,118.348946,76.871534,0,0
12455.02,69.525084,152.252236,17.142857,118.355462,76.869289,0,0
12456.02,69.524953,152.255136,17.142857,118.353123,76.868011,0,0
12457.02,69.508558,152.257745,17.142857,118.348863,76.871459,0,0
12458.02,69.505677,152.259954,17.142857,118.350096,76.873181,0,0
12459.02,69.525895,152.261845,17.142857,118.355513,76.869008,0,0
12460.02,69.524995,152.263709,17.142857,118.352954,76.867881,0,0
12461.02,69.508587,152.265765,17.142857,118.348773,76.871378,0,0
12462.02,69.526682,152.268248,17.142857,118.355550,76.868725,0,0
12463.02,69.525024,152.271149,17.142857,118.352778,76.867750,0,0
12464.02,69.508619,152.273881,17.241379,118.348679,76.871292,0,0
12465.02,69.506842,152.276220,17.241379,118.350201,76.872781,0,0
12466.02,69.527044,152.278185,17.241379,118.355475,76.868529,0,0
12467.02,69.523537,152.280027,17.241379,118.352269,76.867967,0,0
12468.02,69.506799,152.281993,17.241379,118.348255,76.871656,0,0
12469.02,69.526223,152.284291,17.241379,118.354958,76.868396,0,0
12470.02,69.521470,152.287109,17.241379,118.351179,76.867887,0,0
12471.02,69.505185,152.289934,17.241379,118.347109,76.871292,0,0
12472.02,69.505835,152.292390,17.241379,118.348798,76.871870,0,0
12473.02,69.526695,152.294450,17.241379,118.353403,76.866843,0,0
12474.02,69.521071,152.296281,17.241379,118.349005,76.866184,0,0
12475.02,69.505430,152.298158,17.241379,118.344883,76.869218,0,0
12476.02,69.507663,152.300287,17.241379,118.346640,76.869161,0,0
12477.02,69.522186,152.302927,17.241379,118.346082,76.863109,0,0
12478.02,69.507039,152.305788,17.241379,118.342095,76.865970,0,0
12479.02,69.510628,152.308346,17.241379,118.344097,76.865503,0,0
12480.02,69.531572,152.310505,17.241379,118.348155,76.859979,0,0
12481.02,69.523875,152.312350,17.241379,118.343105,76.859578,0,0
12482.02,69.509064,152.314156,17.241379,118.339403,76.862462,0,0
12483.02,69.513814,152.316149,17.241379,118.341759,76.861770,0,0
12484.02,69.525379,152.318578,17.241379,118.340497,76.856306,0,0
12485.02,69.510844,152.321423,17.241379,118.337136,76.859308,0,0
12486.02,69.516664,152.324088,17.241379,118.339868,76.858472,0,0
12487.02,69.536292,152.326366,17.241379,118.343574,76.853246,0,0
12488.02,69.526347,152.328275,17.241379,118.338356,76.853613,0,0
12489.02,69.512121,152.330054,17.241379,118.335334,76.856743,0,0
12490.02,69.518997,152.331953,17.241379,118.338417,76.855774,0,0
12491.02,69.526731,152.334199,17.241379,118.336612,76.851546,0,0
12492.02,69.512894,152.336968,17.142857,118.333910,76.854771,0,0
12493.02,69.520851,152.339739,17.142857,118.337310,76.853644,0,0
12494.02,69.539344,152.342151,17.142857,118.340667,76.848723,0,0
12495.02,69.528336,152.344179,17.142857,118.335492,76.849611,0,0
12496.02,69.515041,152.345977,17.142857,118.333081,76.852882,0,0
12497.02,69.523696,152.347823,17.142857,118.336792,76.851768,0,0
12498.02,69.541543,152.349942,17.142857,118.340172,76.847192,0,0
12499.02,69.516408,152.352580,17.142857,118.333236,76.852276,0,0
12500.02,69.525151,152.355440,17.142857,118.337383,76.851519,0,0
12501.02,69.541910,152.358010,17.142857,118.340873,76.847541,0,0
12502.02,69.529352,152.360198,17.142857,118.336194,76.849534,0,0
12503.02,69.515731,152.362072,17.142857,118.334597,76.853659,0,0
12504.02,69.524637,152.363912,17.142857,118.339076,76.853162,0,0
12505.02,69.540437,152.365959,17.142857,118.342518,76.849621,0,0
12506.02,69.513714,152.368447,17.142857,118.336541,76.856295,0,0
12507.02,69.523049,152.371350,17.142857,118.341156,76.855797,0,0
12508.02,69.538128,152.374084,17.142857,118.344365,76.852443,0,0
12509.02,69.524576,152.376442,17.142857,118.339732,76.854962,0,0
12510.02,69.511382,152.378427,17.142857,118.338395,76.859195,0,0
12511.02,69.521353,152.380282,17.142857,118.343030,76.858497,0,0
12512.02,69.535867,152.382272,17.142857,118.345913,76.855165,0,0
12513.02,69.509401,152.384607,17.142857,118.339850,76.861736,0,0
12514.02,69.520101,152.387457,17.142857,118.344478,76.860750,0,0
12515.02,69.534099,152.390314,17.142857,118.347021,76.857382,0,0
12516.02,69.520218,152.392817,17.142857,118.342171,76.859849,0,0
12517.02,69.508016,152.394926,17.142857,118.340891,76.863701,0,0
12518.02,69.519452,152.396800,17.142857,118.345532,76.862419,0,0
12519.02,69.532911,152.398732,17.142857,118.347756,76.859021,0,0
12520.02,69.518896,152.400927,17.142857,118.342837,76.861451,0,0
12521.02,69.519341,152.403625,17.142857,118.346308,76.863563,0,0
12522.02,69.532211,152.406545,17.142857,118.348239,76.860169,0,0
12523.02,69.518040,152.409175,17.142857,118.343285,76.862592,0,0
12524.02,69.506831,152.411406,17.142857,118.342172,76.866099,0,0
12525.02,69.519631,152.413314,17.142857,118.346913,76.864306,0,0
12526.02,69.531861,152.415193,17.142857,118.348569,76.860950,0,0
12527.02,69.517514,152.417267,17.142857,118.343603,76.863395,0,0
12528.02,69.520192,152.419767,17.142857,118.347418,76.864764,0,0
12529.02,69.531740,152.422678,17.142857,118.348808,76.861475,0,0
12530.02,69.517205,152.425422,17.142857,118.343845,76.863962,0,0
12531.02,69.506916,152.427773,17.142857,118.342975,76.867222,0,0
12532.02,69.520929,152.429746,17.142857,118.347861,76.865025,0,0
12533.02,69.531763,152.431594,17.142857,118.348991,76.861824,0,0
12534.02,69.517034,152.433569,17.142857,118.344041,76.864368,0,0
12535.02,69.521776,152.435877,17.142857,118.348262,76.865151,0,0
12536.02,69.531871,152.438701,17.142857,118.349133,76.862053,0,0
12537.02,69.516951,152.441537,17.142857,118.344203,76.864663,0,0
12538.02,69.507567,152.444008,17.142857,118.343600,76.867720,0,0
12539.02,69.522691,152.446080,17.142857,118.348630,76.865181,0,0
12540.02,69.532030,152.447928,17.142857,118.349243,76.862198,0,0
12541.02,69.516925,152.449828,17.142857,118.344339,76.864877,0,0
12542.02,69.507998,152.451983,17.142857,118.343873,76.867839,0,0
12543.02,69.532217,152.454646,17.142857,118.349324,76.862280,0,0
12544.02,69.516935,152.457538,17.142857,118.344452,76.865031,0,0
12545.02,69.508473,152.460131,17.142857,118.344124,76.867898,0,0
12546.02,69.524629,152.462325,17.142857,118.349281,76.865046,0,0
12547.02,69.532419,152.464206,17.142857,118.349379,76.862315,0,0
12548.02,69.516970,152.466055,17.142857,118.344542,76.865138,0,0
12549.02,69.508980,152.468092,17.142857,118.344354,76.867910,0,0
12550.02,69.532624,152.470561,17.142857,118.349409,76.862315,0,0
12551.02,69.517020,152.473450,17.142857,118.344614,76.865212,0,0
12552.02,69.509509,152.476163,17.142857,118.344568,76.867888,0,0
12553.02,69.526617,152.478484,17.142857,118.349833,76.864749,0,0
12554.02,69.532825,152.480436,17.142857,118.349421,76.862292,0,0
12555.02,69.517076,152.482262,17.142857,118.344672,76.865262,0,0
12556.02,69.510051,152.484207,17.142857,118.344769,76.867843,0,0
12557.02,69.533013,152.486492,17.142857,118.349416,76.862253,0,0
12558.02,69.517133,152.489301,17.142857,118.344716,76.865296,0,0
12559.02,69.510603,152.492113,17.142857,118.344958,76.867778,0,0
12560.02,69.528580,152.494560,17.142857,118.350308,76.864372,0,0
12561.02,69.533189,152.496619,17.142857,118.349394,76.862202,0,0
12562.02,69.517191,152.498450,17.142857,118.344748,76.865314,0,0
12563.02,69.511163,152.500327,17.142857,118.345133,76.867696,0,0
12564.02,69.529541,152.502464,17.142857,118.350516,76.864163,0,0
12565.02,69.517249,152.505118,17.142857,118.344765,76.865318,0,0
12566.02,69.511731,152.507991,17.142857,118.345294,76.867597,0,0
12567.02,69.530487,152.510565,17.142857,118.350703,76.863942,0,0
12568.02,69.533497,152.512750,17.142857,118.349297,76.862066,0,0
12569.02,69.517307,152.514619,17.241379,118.344768,76.865308,0,0
12570.02,69.512307,152.516448,17.241379,118.345442,76.867482,0,0
12571.02,69.531171,152.518472,17.241379,118.350809,76.863763,0,0
12572.02,69.515515,152.520933,17.241379,118.344426,76.865737,0,0
12573.02,69.511277,152.523805,17.241379,118.345264,76.867695,0,0
12574.02,69.530643,152.526497,17.241379,118.350483,76.863662,0,0
12575.02,69.530291,152.528805,17.241379,118.347933,76.862271,0,0
12576.02,69.513825,152.530739,17.241379,118.343361,76.865475,0,0
12577.02,69.511092,152.532534,17.241379,118.344215,76.866802,0,0
12578.02,69.531389,152.534453,17.241379,118.349123,76.862149,0,0
12579.02,69.513985,152.536713,17.241379,118.341196,76.863492,0,0
12580.02,69.512786,152.539485,17.241379,118.342124,76.864202,0,0
12581.02,69.533790,152.542255,17.241379,118.346801,76.859061,0,0
12582.02,69.531231,152.544665,17.241379,118.343005,76.857559,0,0
12583.02,69.515526,152.546681,17.241379,118.338437,76.860303,0,0
12584.02,69.515643,152.548456,17.241379,118.339619,76.860621,0,0
12585.02,69.536966,152.550280,17.241379,118.344206,76.855260,0,0
12586.02,69.533055,152.552368,17.241379,118.340069,76.854017,0,0
12587.02,69.518731,152.554960,17.241379,118.337305,76.856947,0,0
12588.02,69.540037,152.557770,17.241379,118.341860,76.851568,0,0
12589.02,69.534689,152.560289,17.241379,118.337488,76.850722,0,0
12590.02,69.519198,152.562412,17.241379,118.333486,76.853712,0,0
12591.02,69.521477,152.564210,17.241379,118.335435,76.853704,0,0
12592.02,69.542528,152.565977,17.241379,118.339932,76.848412,0,0
12593.02,69.535769,152.567942,17.241379,118.335365,76.848004,0,0
12594.02,69.523696,152.570336,17.241379,118.334001,76.851055,0,0
12595.02,69.544319,152.573144,17.241379,118.338373,76.845889,0,0
12596.02,69.536252,152.575785,17.241379,118.333627,76.845900,0,0
12597.02,69.521062,152.578040,17.241379,118.330236,76.849221,0,0
12598.02,69.525437,152.579916,17.241379,118.332895,76.848953,0,0
12599.02,69.545480,152.581668,17.241379,118.337069,76.843926,0,0
12600.02,69.536243,152.583552,17.241379,118.332162,76.844315,0,0
12601.02,69.526828,152.585773,17.241379,118.332013,76.847284,0,0
12602.02,69.546134,152.588512,17.241379,118.335922,76.842410,0,0
12603.02,69.535877,152.591267,17.241379,118.330885,76.843133,0,0
12604.02,69.521369,152.593663,17.142857,118.328040,76.846604,0,0
