Time(s),HeartRate(1/min),RespirationRate(1/min),SystolicArterialPressure(mmHg),DiastolicArterialPressure(mmHg),MeanArterialPressure(mmHg),OxygenSaturation,CoreTemperature(degC),CardiacOutput(L/min),HeartStrokeVolume(mL),TidalVolume(mL),ArterialBloodPH,AchievedExerciseLevel,Glucose-BloodConcentration(mg/dL)
10251.14,93.64,15.54,123.7,88.5,106.6,0.980,35.92,6.54,69.9,574.35,7.43,0,73.96,0
10252.14,93.63,15.54,123.7,88.5,106.6,0.980,35.92,6.54,69.9,574.35,7.43,0,73.97,0
10253.14,93.65,15.54,123.7,88.5,106.6,0.980,35.92,6.54,69.9,574.35,7.43,0,73.98,0
10254.14,93.67,15.54,123.7,88.5,106.6,0.980,35.92,6.54,69.9,574.35,7.43,0,73.99,0
10255.14,93.64,15.54,123.7,88.5,106.6,0.980,35.92,6.54,69.9,574.35,7.43,0,74.00,0
10256.14,93.64,15.54,123.7,88.5,106.6,0.980,35.92,6.54,69.9,574.38,7.43,0,74.02,0
10257.14,93.66,15.54,123.7,88.5,106.6,0.980,35.92,6.54,69.9,574.38,7.43,0,74.03,0
10258.14,93.68,15.54,123.7,88.5,106.6,0.980,35.92,6.54,69.9,574.38,7.43,0,74.04,0
10259.14,93.65,15.54,123.7,88.4,106.5,0.980,35.92,6.54,69.9,574.38,7.43,0,74.05,0
10260.14,93.64,15.54,123.7,88.4,106.6,0.980,35.92,6.54,69.9,574.43,7.43,0,74.06,0
10261.14,93.67,15.54,123.7,88.5,106.5,0.980,35.92,6.54,69.9,574.43,7.43,0,74.07,0
10262.14,93.68,15.54,123.7,88.4,106.5,0.980,35.92,6.55,69.9,574.43,7.43,0,74.08,0
10263.14,93.65,15.54,123.6,88.4,106.5,0.980,35.92,6.54,69.9,574.43,7.43,0,74.09,0
10264.14,93.64,15.54,123.6,88.4,106.5,0.980,35.92,6.54,69.9,574.50,7.44,0,74.10,0
10265.14,93.68,15.54,123.7,88.4,106.5,0.980,35.92,6.55,69.9,574.50,7.43,0,74.11,0
10266.14,93.68,15.54,123.6,88.4,106.5,0.980,35.92,6.55,69.9,574.50,7.43,0,74.12,0
10267.14,93.65,15.54,123.6,88.4,106.5,0.980,35.92,6.54,69.9,574.50,7.44,0,74.13,0
10268.14,93.65,15.46,123.6,88.4,106.5,0.980,35.92,6.54,69.9,574.52,7.44,0,74.14,0
10269.14,93.68,15.46,123.6,88.4,106.5,0.980,35.92,6.55,69.9,574.52,7.44,0,74.15,0
10270.14,93.69,15.46,123.6,88.4,106.5,0.980,35.92,6.55,69.9,574.52,7.44,0,74.16,0
10271.14,93.65,15.46,123.6,88.4,106.5,0.980,35.92,6.55,69.9,570.21,7.44,0,74.17,0
10272.14,93.65,15.46,123.6,88.4,106.5,0.980,35.92,6.55,69.9,570.21,7.44,0,74.18,0
10273.14,93.69,15.46,123.6,88.4,106.5,0.980,35.92,6.55,69.9,570.21,7.44,0,74.19,0
10274.14,93.67,15.46,123.6,88.4,106.5,0.980,35.92,6.55,69.9,570.21,7.44,0,74.20,0
10275.14,93.66,15.46,123.6,88.4,106.5,0.980,35.92,6.55,69.9,570.32,7.44,0,74.21,0
10276.14,93.68,15.46,123.6,88.4,106.5,0.980,35.92,6.55,69.9,570.32,7.44,0,74.22,0
10277.14,93.69,15.46,123.6,88.4,106.5,0.980,35.92,6.55,69.9,570.32,7.44,0,74.23,0
10278.14,93.67,15.46,123.6,88.4,106.5,0.980,35.92,6.55,69.9,570.32,7.44,0,74.24,0
10279.14,93.66,15.46,123.6,88.4,106.5,0.980,35.92,6.55,69.9,570.44,7.44,0,74.25,0
10280.14,93.68,15.46,123.6,88.4,106.5,0.980,35.92,6.55,69.9,570.44,7.44,0,74.26,0
10281.14,93.70,15.46,123.6,88.4,106.5,0.980,35.92,6.55,69.9,570.44,7.44,0,74.27,0
10282.14,93.67,15.46,123.6,88.4,106.5,0.980,35.92,6.55,69.9,570.44,7.44,0,74.28,0
10283.14,93.66,15.46,123.6,88.4,106.5,0.980,35.92,6.55,69.9,570.55,7.44,0,74.29,0
10284.14,93.68,15.46,123.6,88.4,106.5,0.980,35.92,6.55,69.9,570.55,7.44,0,74.30,0
10285.14,93.70,15.46,123.6,88.4,106.5,0.980,35.92,6.55,69.9,570.55,7.44,0,74.31,0
10286.14,93.67,15.46,123.6,88.4,106.5,0.980,35.92,6.55,69.9,570.55,7.44,0,74.32,0
10287.14,93.66,15.46,123.6,88.4,106.5,0.980,35.92,6.55,69.9,570.67,7.44,0,74.33,0
10288.14,93.69,15.46,123.6,88.4,106.5,0.980,35.92,6.55,69.9,570.67,7.44,0,74.34,0
10289.14,93.70,15.46,123.6,88.4,106.5,0.980,35.92,6.55,69.9,570.67,7.44,0,74.35,0
10290.14,93.67,15.46,123.6,88.4,106.5,0.980,35.92,6.55,69.9,570.67,7.44,0,74.36,0
10291.14,93.66,15.46,123.6,88.4,106.5,0.980,35.92,6.55,69.9,570.78,7.44,0,74.37,0
10292.14,93.69,15.46,123.6,88.4,106.5,0.980,35.92,6.55,69.9,570.78,7.44,0,74.38,0
10293.14,93.70,15.46,123.6,88.4,106.5,0.980,35.92,6.55,69.9,570.78,7.44,0,74.39,0
10294.14,93.67,15.46,123.6,88.4,106.5,0.980,35.92,6.55,69.9,570.78,7.44,0,74.40,0
10295.14,93.66,15.46,123.6,88.4,106.5,0.980,35.92,6.55,69.9,570.89,7.44,0,74.41,0
10296.14,93.69,15.46,123.6,88.4,106.5,0.980,35.92,6.55,69.9,570.89,7.44,0,74.42,0
10297.14,93.70,15.46,123.6,88.4,106.5,0.980,35.92,6.55,69.9,570.89,7.44,0,74.43,0
10298.14,93.67,15.46,123.6,88.4,106.5,0.980,35.92,6.55,69.9,570.89,7.44,0,74.44,0
10299.14,93.66,15.46,123.6,88.4,106.5,0.980,35.92,6.55,69.9,571.01,7.44,0,74.45,0
10300.14,93.70,15.46,123.6,88.4,106.5,0.980,35.92,6.55,69.9,571.01,7.44,0,74.46,0
10301.14,93.70,15.46,123.6,88.4,106.5,0.980,35.92,6.55,69.9,571.01,7.44,0,74.47,0
10302.14,93.67,15.46,123.6,88.4,106.5,0.980,35.92,6.55,69.9,571.12,7.44,0,74.48,0
10303.14,93.67,15.46,123.6,88.4,106.5,0.980,35.92,6.55,69.9,571.12,7.44,0,74.49,0
10304.14,93.70,15.46,123.6,88.4,106.5,0.980,35.92,6.55,69.9,571.12,7.44,0,74.50,0
10305.14,93.70,15.46,123.6,88.4,106.5,0.980,35.92,6.55,69.9,571.12,7.44,0,74.51,0
10306.14,93.67,15.46,123.6,88.4,106.5,0.980,35.92,6.55,69.9,571.24,7.44,0,74.51,0
10307.14,93.69,15.46,123.6,88.4,106.5,0.980,35.92,6.55,69.9,571.24,7.44,0,74.52,0
10308.14,93.70,15.46,123.6,88.4,106.5,0.980,35.92,6.55,69.9,571.24,7.44,0,74.53,0
10309.14,93.68,15.46,123.6,88.4,106.5,0.980,35.92,6.55,69.9,571.24,7.44,0,74.54,0
10310.14,93.67,15.46,123.6,88.4,106.5,0.980,35.92,6.55,69.9,571.36,7.44,0,74.55,0
10311.14,93.69,15.46,123.6,88.4,106.5,0.980,35.92,6.55,69.9,571.36,7.44,0,74.56,0
10312.14,93.71,15.46,123.6,88.4,106.5,0.980,35.92,6.55,69.9,571.36,7.44,0,74.57,0
10313.14,93.68,15.46,123.6,88.4,106.5,0.980,35.92,6.55,69.9,571.36,7.44,0,74.58,0
10314.14,93.67,15.46,123.6,88.4,106.5,0.980,35.92,6.55,69.9,571.48,7.44,0,74.59,0
10315.14,93.70,15.46,123.6,88.4,106.5,0.980,35.92,6.55,69.9,571.48,7.44,0,74.60,0
10316.14,93.71,15.46,123.6,88.4,106.5,0.980,35.92,6.55,69.9,571.48,7.44,0,74.61,0
10317.14,93.68,15.46,123.6,88.4,106.5,0.980,35.92,6.55,69.9,571.48,7.44,0,74.62,0
10318.14,93.67,15.38,123.6,88.4,106.5,0.980,35.92,6.55,69.9,571.54,7.44,0,74.62,0
10319.14,93.70,15.38,123.6,88.4,106.5,0.980,35.92,6.55,69.9,571.54,7.44,0,74.63,0
10320.14,93.71,15.38,123.6,88.4,106.5,0.980,35.92,6.55,69.9,571.54,7.44,0,74.64,0
10321.14,93.69,15.38,123.6,88.4,106.5,0.980,35.92,6.55,69.9,571.54,7.44,0,74.65,0
10322.14,93.68,15.38,123.6,88.4,106.5,0.980,35.92,6.55,69.9,567.29,7.44,0,74.66,0
10323.14,93.71,15.38,123.6,88.4,106.5,0.980,35.92,6.55,69.9,567.29,7.44,0,74.67,0
10324.14,93.72,15.38,123.6,88.4,106.5,0.980,35.91,6.55,69.9,567.29,7.44,0,74.68,0
10325.14,93.69,15.38,123.6,88.4,106.5,0.980,35.91,6.55,69.9,567.29,7.44,0,74.69,0
10326.14,93.68,15.38,123.6,88.4,106.5,0.980,35.91,6.55,69.9,567.41,7.44,0,74.70,0
10327.14,93.71,15.38,123.6,88.4,106.5,0.980,35.91,6.55,69.9,567.41,7.44,0,74.71,0
10328.14,93.72,15.38,123.6,88.4,106.5,0.980,35.91,6.55,69.9,567.41,7.44,0,74.71,0
10329.14,93.69,15.38,123.6,88.4,106.5,0.980,35.91,6.55,69.9,567.41,7.44,0,74.72,0
10330.14,93.68,15.38,123.6,88.4,106.5,0.980,35.91,6.55,69.9,567.52,7.44,0,74.73,0
10331.14,93.71,15.38,123.6,88.4,106.5,0.980,35.91,6.55,69.9,567.52,7.44,0,74.74,0
10332.14,93.72,15.38,123.6,88.4,106.5,0.980,35.91,6.55,69.9,567.52,7.44,0,74.75,0
10333.14,93.69,15.38,123.6,88.4,106.5,0.980,35.91,6.55,69.9,567.52,7.44,0,74.76,0
10334.14,93.68,15.38,123.6,88.4,106.5,0.980,35.91,6.55,69.9,567.62,7.44,0,74.77,0
10335.14,93.72,15.38,123.6,88.4,106.5,0.980,35.91,6.55,69.9,567.62,7.44,0,74.78,0
10336.14,93.72,15.38,123.6,88.4,106.5,0.980,35.91,6.55,69.9,567.62,7.44,0,74.78,0
10337.14,93.69,15.38,123.6,88.4,106.5,0.980,35.91,6.55,69.9,567.62,7.44,0,74.79,0
10338.14,93.68,15.38,123.6,88.4,106.5,0.980,35.91,6.55,69.9,567.71,7.44,0,74.80,0
10339.14,93.72,15.38,123.6,88.4,106.5,0.980,35.91,6.55,69.9,567.71,7.44,0,74.81,0
10340.14,93.70,15.38,123.6,88.4,106.5,0.980,35.91,6.55,69.9,567.71,7.44,0,74.82,0
10341.14,93.69,15.38,123.6,88.4,106.5,0.980,35.91,6.55,69.9,567.80,7.44,0,74.83,0
10342.14,93.70,15.38,123.6,88.4,106.5,0.980,35.91,6.55,69.9,567.80,7.44,0,74.83,0
10343.14,93.72,15.38,123.6,88.4,106.5,0.980,35.91,6.55,69.9,567.80,7.44,0,74.84,0
10344.14,93.70,15.38,123.6,88.4,106.5,0.980,35.91,6.55,69.9,567.80,7.44,0,74.85,0
10345.14,93.69,15.38,123.6,88.4,106.5,0.980,35.91,6.55,69.9,567.88,7.44,0,74.86,0
10346.14,93.70,15.38,123.6,88.4,106.5,0.980,35.91,6.55,69.9,567.88,7.44,0,74.87,0
10347.14,93.72,15.38,123.6,88.4,106.5,0.980,35.91,6.55,69.9,567.88,7.44,0,74.88,0
10348.14,93.70,15.38,123.6,88.4,106.5,0.980,35.91,6.55,69.9,567.88,7.44,0,74.89,0
10349.14,93.69,15.38,123.6,88.4,106.5,0.980,35.91,6.55,69.9,567.95,7.44,0,74.89,0
10350.14,93.71,15.38,123.6,88.4,106.5,0.980,35.91,6.55,69.9,567.95,7.44,0,74.90,0
10351.14,93.73,15.38,123.6,88.4,106.5,0.980,35.91,6.55,69.9,567.95,7.44,0,74.91,0
10352.14,93.70,15.38,123.6,88.4,106.5,0.980,35.91,6.55,69.9,567.95,7.44,0,74.92,0
10353.14,93.69,15.38,123.6,88.4,106.5,0.980,35.91,6.55,69.9,568.01,7.44,0,74.93,0
10354.14,93.71,15.38,123.6,88.4,106.5,0.980,35.91,6.55,69.9,568.01,7.44,0,74.94,0
10355.14,93.73,15.38,123.6,88.4,106.4,0.980,35.91,6.55,69.9,568.01,7.44,0,74.94,0
10356.14,93.70,15.38,123.6,88.4,106.4,0.980,35.91,6.55,69.9,568.01,7.44,0,74.95,0
10357.14,93.69,15.38,123.6,88.4,106.5,0.980,35.91,6.55,69.9,568.07,7.44,0,74.96,0
10358.14,93.72,15.38,123.6,88.4,106.5,0.980,35.91,6.55,69.9,568.07,7.44,0,74.97,0
10359.14,93.73,15.38,123.6,88.4,106.4,0.980,35.91,6.55,69.9,568.07,7.44,0,74.98,0
10360.14,93.70,15.38,123.6,88.3,106.4,0.980,35.91,6.55,69.9,568.07,7.44,0,74.99,0
10361.14,93.69,15.38,123.6,88.4,106.4,0.980,35.91,6.55,69.9,568.13,7.44,0,74.99,0
10362.14,93.72,15.38,123.6,88.4,106.4,0.980,35.91,6.55,69.9,568.13,7.44,0,75.00,0
10363.14,93.73,15.38,123.6,88.4,106.4,0.980,35.91,6.55,69.9,568.13,7.44,0,75.01,0
10364.14,93.70,15.38,123.6,88.3,106.4,0.980,35.91,6.55,69.9,568.13,7.44,0,75.02,0
10365.14,93.70,15.38,123.6,88.3,106.4,0.980,35.91,6.55,69.9,568.19,7.44,0,75.03,0
10366.14,93.72,15.38,123.6,88.4,106.4,0.980,35.91,6.55,69.9,568.19,7.44,0,75.03,0
10367.14,93.74,15.38,123.6,88.4,106.4,0.980,35.91,6.55,69.9,568.19,7.44,0,75.04,0
10368.14,93.71,15.38,123.6,88.3,106.4,0.980,35.91,6.55,69.9,568.19,7.44,0,75.05,0
10369.14,93.70,15.38,123.6,88.3,106.4,0.980,35.91,6.55,69.9,568.24,7.44,0,75.06,0
10370.14,93.73,15.38,123.6,88.4,106.4,0.980,35.91,6.55,69.9,568.24,7.44,0,75.07,0
10371.14,93.74,15.38,123.6,88.3,106.4,0.980,35.91,6.55,69.9,568.24,7.44,0,75.07,0
10372.14,93.71,15.38,123.6,88.3,106.4,0.980,35.91,6.55,69.9,568.24,7.44,0,75.08,0
10373.14,93.71,15.38,123.6,88.3,106.4,0.980,35.91,6.55,69.9,568.30,7.44,0,75.09,0
10374.14,93.73,15.38,123.6,88.4,106.4,0.980,35.91,6.55,69.9,568.30,7.44,0,75.10,0
10375.14,93.72,15.38,123.6,88.3,106.4,0.980,35.91,6.55,69.9,568.30,7.44,0,75.11,0
10376.14,93.71,15.38,123.6,88.3,106.4,0.980,35.91,6.55,69.9,568.30,7.44,0,75.11,0
10377.14,93.72,15.38,123.6,88.3,106.4,0.980,35.91,6.55,69.9,568.35,7.44,0,75.12,0
10378.14,93.74,15.38,123.6,88.3,106.4,0.980,35.91,6.55,69.9,568.35,7.44,0,75.13,0
10379.14,93.72,15.38,123.6,88.3,106.4,0.980,35.91,6.55,69.9,568.35,7.44,0,75.14,0
10380.14,93.71,15.38,123.6,88.3,106.4,0.980,35.91,6.55,69.9,568.40,7.44,0,75.15,0
10381.14,93.72,15.38,123.6,88.3,106.4,0.980,35.91,6.55,69.9,568.40,7.44,0,75.15,0
10382.14,93.74,15.38,123.6,88.3,106.4,0.980,35.91,6.55,69.9,568.40,7.44,0,75.16,0
10383.14,93.73,15.38,123.6,88.3,106.4,0.980,35.91,6.55,69.9,568.40,7.44,0,75.17,0
10384.14,93.71,15.31,123.6,88.3,106.4,0.980,35.91,6.55,69.9,568.44,7.44,0,75.18,0
10385.14,93.72,15.31,123.6,88.3,106.4,0.980,35.91,6.55,69.9,568.44,7.44,0,75.18,0
10386.14,93.74,15.31,123.6,88.3,106.4,0.980,35.91,6.55,69.9,568.44,7.44,0,75.19,0
10387.14,93.73,15.31,123.6,88.3,106.4,0.980,35.91,6.55,69.9,568.44,7.44,0,75.20,0
10388.14,93.71,15.31,123.6,88.3,106.4,0.980,35.91,6.55,69.9,564.13,7.44,0,75.21,0
10389.14,93.73,15.31,123.6,88.3,106.4,0.980,35.91,6.55,69.9,564.13,7.44,0,75.21,0
10390.14,93.75,15.31,123.6,88.3,106.4,0.980,35.91,6.55,69.9,564.13,7.44,0,75.22,0
10391.14,93.73,15.31,123.6,88.3,106.4,0.980,35.91,6.55,69.9,564.13,7.44,0,75.23,0
10392.14,93.72,15.31,123.6,88.3,106.4,0.980,35.91,6.55,69.9,564.17,7.44,0,75.24,0
10393.14,93.73,15.31,123.6,88.3,106.4,0.980,35.91,6.55,69.9,564.17,7.44,0,75.24,0
10394.14,93.75,15.31,123.6,88.3,107.0,0.980,35.91,6.55,69.9,564.17,7.44,0,75.25,0
10395.14,93.73,15.31,123.7,88.6,106.6,0.980,35.91,6.53,69.6,564.17,7.44,0,75.26,0
10396.14,93.63,15.31,123.5,88.4,106.4,0.980,35.91,6.53,69.7,564.21,7.44,0,75.26,0
10397.14,93.69,15.31,123.4,88.3,106.3,0.980,35.91,6.54,69.8,564.21,7.44,0,75.27,0
10398.14,93.74,15.31,123.4,88.3,106.3,0.980,35.91,6.54,69.8,564.21,7.44,0,75.28,0
10399.14,93.77,15.31,124.0,89.3,107.4,0.980,35.91,6.48,69.1,564.21,7.44,0,75.29,0
10400.14,93.68,15.31,124.1,89.2,107.0,0.980,35.91,6.44,68.7,564.23,7.44,0,75.29,0
10401.14,93.61,15.31,123.4,88.6,106.4,0.980,35.91,6.48,69.2,564.23,7.44,0,75.30,0
10402.14,93.66,15.31,123.1,88.1,106.1,0.980,35.91,6.50,69.4,564.23,7.44,0,75.31,0
10403.14,93.74,15.31,123.1,88.1,106.0,0.980,35.91,6.51,69.5,564.23,7.44,0,75.31,0
10404.14,93.86,15.31,123.7,89.1,107.1,0.980,35.91,6.47,68.9,564.24,7.44,0,75.32,0
10405.14,93.90,15.31,123.9,89.4,107.3,0.980,35.91,6.45,68.7,564.24,7.44,0,75.33,0
10406.14,93.76,15.31,123.8,89.4,107.3,0.980,35.91,6.41,68.4,564.24,7.44,0,75.33,0
10407.14,93.68,15.31,123.7,89.0,106.6,0.980,35.91,6.40,68.3,564.24,7.44,0,75.34,0
10408.14,93.64,15.31,122.8,88.0,105.8,0.980,35.91,6.47,69.1,564.25,7.44,0,75.35,0
10409.14,93.77,15.31,122.8,87.9,106.3,0.980,35.91,6.49,69.2,564.25,7.44,0,75.35,0
10410.14,93.99,15.31,123.6,89.2,107.0,0.980,35.91,6.44,68.5,564.25,7.44,0,75.36,0
10411.14,93.85,15.31,123.5,89.3,107.0,0.980,35.91,6.40,68.2,564.25,7.44,0,75.36,0
10412.14,93.80,15.31,123.5,89.2,107.0,0.980,35.91,6.39,68.2,564.24,7.44,0,75.37,0
10413.14,93.80,15.31,123.3,89.1,106.9,0.980,35.91,6.38,68.0,564.24,7.44,0,75.38,0
10414.14,93.81,15.31,123.3,89.1,106.8,0.980,35.91,6.38,68.0,564.24,7.44,0,75.38,0
10415.14,93.82,15.31,123.1,89.0,106.7,0.980,35.91,6.37,67.9,564.24,7.44,0,75.39,0
10416.14,93.85,15.31,123.1,89.0,106.7,0.980,35.91,6.37,67.9,564.24,7.44,0,75.39,0
10417.14,93.93,15.31,123.0,88.9,106.6,0.980,35.91,6.37,67.8,564.24,7.44,0,75.40,0
10418.14,93.96,15.31,123.0,88.9,106.6,0.980,35.91,6.37,67.8,564.24,7.44,0,75.41,0
10419.14,93.97,15.31,122.9,88.9,106.6,0.980,35.91,6.37,67.8,564.24,7.44,0,75.41,0
10420.14,94.00,15.31,122.9,88.9,106.5,0.980,35.91,6.37,67.8,564.23,7.44,0,75.42,0
10421.14,94.04,15.31,122.9,88.9,106.5,0.980,35.91,6.38,67.8,564.23,7.44,0,75.42,0
10422.14,94.05,15.31,122.9,88.8,106.5,0.980,35.91,6.38,67.8,564.23,7.44,0,75.43,0
10423.14,94.04,15.31,122.9,88.8,106.5,0.980,35.91,6.38,67.8,564.23,7.44,0,75.43,0
10424.14,94.04,15.31,122.9,88.8,106.5,0.980,35.91,6.38,67.8,564.22,7.44,0,75.44,0
10425.14,94.07,15.31,122.9,88.8,106.5,0.980,35.91,6.38,67.8,564.22,7.44,0,75.44,0
10426.14,94.07,15.31,122.9,88.8,106.5,0.980,35.91,6.38,67.8,564.22,7.44,0,75.45,0
10427.14,94.04,15.31,122.9,88.8,106.5,0.980,35.91,6.38,67.8,564.20,7.44,0,75.45,0
10428.14,94.05,15.31,122.9,88.8,106.5,0.980,35.91,6.38,67.8,564.20,7.44,0,75.46,0
10429.14,94.08,15.31,122.9,88.8,106.5,0.980,35.91,6.38,67.8,564.20,7.44,0,75.47,0
10430.14,94.07,15.31,122.9,88.8,106.5,0.980,35.91,6.38,67.8,564.20,7.44,0,75.47,0
10431.14,94.04,15.31,122.9,88.8,106.5,0.980,35.91,6.38,67.8,564.19,7.44,0,75.48,0
10432.14,94.05,15.31,122.9,88.8,106.5,0.980,35.91,6.38,67.8,564.19,7.44,0,75.48,0
10433.14,94.08,15.31,122.9,88.8,106.5,0.980,35.91,6.38,67.8,564.19,7.44,0,75.49,0
10434.14,94.07,15.31,122.9,88.8,106.5,0.980,35.91,6.38,67.8,564.19,7.44,0,75.49,0
10435.14,94.04,15.31,122.9,88.8,106.5,0.980,35.91,6.38,67.8,564.17,7.44,0,75.50,0
10436.14,94.06,15.31,122.9,88.8,106.5,0.980,35.91,6.38,67.8,564.17,7.44,0,75.50,0
10437.14,94.08,15.31,122.9,88.8,106.5,0.980,35.91,6.38,67.8,564.17,7.44,0,75.50,0
10438.14,94.06,15.31,122.9,88.8,106.5,0.980,35.91,6.38,67.8,564.17,7.44,0,75.51,0
10439.14,94.04,15.31,122.9,88.8,106.5,0.980,35.91,6.38,67.8,564.15,7.44,0,75.51,0
10440.14,94.06,15.31,122.9,88.8,106.5,0.980,35.91,6.38,67.8,564.15,7.44,0,75.52,0
10441.14,94.08,15.31,122.9,88.8,106.5,0.980,35.91,6.38,67.8,564.15,7.44,0,75.52,0
10442.14,94.06,15.31,122.9,88.8,106.5,0.980,35.91,6.38,67.8,564.15,7.44,0,75.53,0
10443.14,94.04,15.31,122.9,88.8,106.5,0.980,35.91,6.38,67.8,564.13,7.44,0,75.53,0
10444.14,94.06,15.31,122.9,88.8,106.5,0.980,35.91,6.38,67.8,564.13,7.44,0,75.54,0
10445.14,94.08,15.31,122.9,88.8,106.5,0.980,35.91,6.38,67.8,564.13,7.44,0,75.54,0
10446.14,94.06,15.31,122.9,88.8,106.5,0.980,35.91,6.38,67.8,564.13,7.44,0,75.55,0
10447.14,94.04,15.31,122.9,88.8,106.5,0.980,35.91,6.38,67.8,564.10,7.44,0,75.55,0
10448.14,94.05,15.31,122.9,88.8,106.5,0.980,35.91,6.38,67.8,564.10,7.44,0,75.55,0
10449.14,94.08,15.31,122.9,88.8,106.5,0.980,35.91,6.38,67.8,564.10,7.44,0,75.56,0
10450.14,94.07,15.31,122.9,88.8,106.5,0.980,35.91,6.38,67.8,564.10,7.44,0,75.56,0
10451.14,94.04,15.31,122.9,88.8,106.5,0.980,35.91,6.38,67.8,564.07,7.44,0,75.57,0
10452.14,94.07,15.31,122.9,88.8,106.5,0.980,35.91,6.38,67.8,564.07,7.44,0,75.57,0
10453.14,94.08,15.31,122.9,88.8,106.5,0.980,35.91,6.38,67.8,564.07,7.44,0,75.58,0
10454.14,94.05,15.31,122.9,88.8,106.5,0.980,35.91,6.38,67.8,564.07,7.44,0,75.58,0
10455.14,94.04,15.31,122.9,88.8,106.5,0.980,35.91,6.38,67.8,564.04,7.44,0,75.59,0
10456.14,94.07,15.31,122.9,88.8,106.5,0.980,35.91,6.38,67.8,564.04,7.44,0,75.59,0
10457.14,94.08,15.31,122.9,88.8,106.5,0.980,35.91,6.38,67.8,564.04,7.44,0,75.59,0
10458.14,94.05,15.31,122.9,88.8,106.5,0.980,35.91,6.38,67.8,564.04,7.44,0,75.60,0
10459.14,94.05,15.31,122.9,88.8,106.5,0.980,35.91,6.38,67.8,564.01,7.44,0,75.60,0
10460.14,94.07,15.31,122.9,88.8,106.5,0.980,35.91,6.38,67.8,564.01,7.44,0,75.61,0
10461.14,94.08,15.31,122.9,88.8,106.5,0.980,35.91,6.38,67.8,564.01,7.44,0,75.61,0
10462.14,94.06,15.31,122.9,88.8,106.5,0.980,35.91,6.38,67.8,564.01,7.44,0,75.61,0
10463.14,94.05,15.31,122.9,88.8,106.5,0.980,35.91,6.38,67.8,563.98,7.44,0,75.62,0
10464.14,94.07,15.31,122.9,88.8,106.5,0.980,35.91,6.38,67.8,563.98,7.44,0,75.62,0
10465.14,94.08,15.31,122.9,88.8,106.5,0.980,35.91,6.38,67.8,563.98,7.44,0,75.63,0
10466.14,94.06,15.31,122.9,88.8,106.5,0.980,35.91,6.38,67.8,563.98,7.44,0,75.63,0
10467.14,94.05,15.31,122.9,88.8,106.5,0.980,35.91,6.38,67.8,563.95,7.44,0,75.63,0
10468.14,94.09,15.31,122.9,88.8,106.5,0.980,35.91,6.38,67.8,563.95,7.44,0,75.64,0
10469.14,94.08,15.31,122.9,88.8,106.5,0.980,35.91,6.38,67.8,563.95,7.44,0,75.64,0
10470.14,94.05,15.31,122.9,88.8,106.5,0.980,35.91,6.38,67.8,563.95,7.44,0,75.65,0
10471.14,94.05,15.31,122.9,88.8,106.5,0.980,35.91,6.38,67.8,563.91,7.44,0,75.65,0
10472.14,94.09,15.31,122.9,88.8,106.5,0.980,35.91,6.38,67.8,563.91,7.44,0,75.65,0
10473.14,94.09,15.31,122.9,88.8,106.5,0.980,35.91,6.38,67.8,563.91,7.44,0,75.66,0
10474.14,94.05,15.31,122.9,88.8,106.5,0.980,35.91,6.38,67.8,563.88,7.44,0,75.66,0
10475.14,94.07,15.31,122.9,88.8,106.5,0.980,35.91,6.38,67.8,563.88,7.44,0,75.66,0
10476.14,94.09,15.31,122.9,88.8,106.5,0.980,35.91,6.38,67.8,563.88,7.44,0,75.67,0
10477.14,94.07,15.31,122.9,88.8,106.5,0.980,35.91,6.38,67.8,563.88,7.44,0,75.67,0
10478.14,94.06,15.31,122.9,88.8,106.5,0.980,35.91,6.38,67.8,563.84,7.44,0,75.67,0
10479.14,94.07,15.31,122.9,88.8,106.5,0.980,35.91,6.38,67.8,563.84,7.44,0,75.68,0
10480.14,94.09,15.31,122.9,88.8,106.5,0.980,35.91,6.38,67.8,563.84,7.44,0,75.68,0
10481.14,94.08,15.31,122.9,88.8,106.5,0.980,35.91,6.38,67.8,563.84,7.44,0,75.68,0
10482.14,94.06,15.31,122.9,88.8,106.5,0.980,35.91,6.38,67.8,563.80,7.44,0,75.69,0
10483.14,94.06,15.31,122.9,88.8,106.5,0.980,35.91,6.38,67.8,563.80,7.44,0,75.69,0
10484.14,94.09,15.31,122.9,88.8,106.5,0.980,35.91,6.38,67.8,563.80,7.44,0,75.69,0
10485.14,94.08,15.31,122.9,88.8,106.5,0.980,35.91,6.38,67.8,563.80,7.44,0,75.69,0
10486.14,94.05,15.31,122.9,88.8,106.5,0.980,35.91,6.38,67.8,563.77,7.44,0,75.70,0
10487.14,94.06,15.31,122.9,88.8,106.5,0.980,35.91,6.38,67.8,563.77,7.44,0,75.70,0
10488.14,94.09,15.31,122.9,88.8,106.5,0.980,35.91,6.38,67.8,563.77,7.44,0,75.70,0
10489.14,94.08,15.31,122.9,88.8,106.5,0.980,35.91,6.38,67.8,563.77,7.44,0,75.70,0
10490.14,94.06,15.31,122.9,88.8,106.5,0.980,35.91,6.38,67.8,563.73,7.44,0,75.71,0
10491.14,94.08,15.31,122.9,88.8,106.5,0.980,35.91,6.38,67.8,563.73,7.44,0,75.71,0
10492.14,94.10,15.31,122.9,88.8,106.5,0.980,35.91,6.38,67.8,563.73,7.44,0,75.71,0
